Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2205,CA-2023-101102,11/20/2023,11/27/2023,Standard Class,CG-10396,Tracy Allen,Home Office,United States,Houston,Texas,77005,Central,TEC-PHO-10000405,Technology,Phones,Phones Model V-766,1213.0,2,0.0,227.38
2206,CA-2023-101103,10/18/2023,10/22/2023,Second Class,CG-10632,Tracy Black,Corporate,United States,Denver,Colorado,80219,West,OFF-STO-10000406,Office Supplies,Storage,Storage Model W-803,239.08,1,0.0,19.94
2207,CA-2022-101103,11/13/2022,11/18/2022,Second Class,CG-10772,Michael Black,Corporate,United States,Tampa,Florida,33612,South,TEC-COP-10000407,Technology,Copiers,Copiers Model X-840,8044.64,4,0.0,4168.6
2208,CA-2022-101104,10/31/2022,11/01/2022,First Class,CG-10408,Ashley Ballentine,Home Office,United States,Houston,Texas,77005,Central,OFF-ENV-10000408,Office Supplies,Envelopes,Envelopes Model Y-877,47.85,3,0.0,19.64
2209,CA-2024-101104,12/17/2024,12/20/2024,First Class,CG-10301,William Phan,Corporate,United States,Detroit,Michigan,48205,Central,TEC-MAC-10000409,Technology,Machines,Machines Model Z-914,2778.16,2,0.2,-591.82
2210,CA-2024-101105,06/26/2024,06/30/2024,Standard Class,CG-10587,Brosina Pawel,Consumer,United States,Detroit,Michigan,48205,Central,OFF-LAB-10000410,Office Supplies,Labels,Labels Model A-951,38.67,1,0.0,19.29
2211,CA-2023-101105,03/03/2023,03/07/2023,Second Class,CG-10333,William Johnson,Corporate,United States,Chicago,Illinois,60610,Central,FUR-TAB-10000411,Furniture,Tables,Tables Model B-988,2484.76,2,0.0,-383.43
2212,CA-2023-101106,11/11/2023,11/17/2023,Standard Class,CG-10628,John Hoffman,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-BOO-10000412,Furniture,Bookcases,Bookcases Model C-1025,741.08,4,0.0,92.0
2213,CA-2024-101106,05/31/2024,06/04/2024,Standard Class,CG-10524,Robert Allen,Consumer,United States,Jacksonville,Florida,32216,South,FUR-FUR-10000413,Furniture,Furnishings,Furnishings Model D-1062,174.34,3,0.6,-110.23
2214,CA-2022-101107,07/16/2022,07/18/2022,First Class,CG-10563,Sandra Donatelli,Corporate,United States,Seattle,Washington,98103,West,OFF-APP-10000414,Office Supplies,Appliances,Appliances Model E-100,458.73,3,0.0,142.23
2215,CA-2022-101107,02/18/2022,02/23/2022,Second Class,CG-10758,Pete Davis,Consumer,United States,Miami,Florida,33180,South,TEC-MAC-10000415,Technology,Machines,Machines Model F-137,256.16,1,0.8,-245.0
2216,CA-2021-101108,11/23/2021,11/27/2021,Standard Class,CG-10106,Jessica Wilson,Consumer,United States,San Antonio,Texas,78207,Central,OFF-LAB-10000416,Office Supplies,Labels,Labels Model G-174,12.3,1,0.0,5.55
2217,CA-2023-101108,11/08/2023,11/14/2023,Standard Class,CG-10486,Sandra Allen,Home Office,United States,Atlanta,Georgia,30318,South,OFF-APP-10000417,Office Supplies,Appliances,Appliances Model H-211,1342.75,5,0.0,453.01
2218,CA-2024-101109,08/15/2024,08/19/2024,Standard Class,CG-10286,Eric Martinez,Home Office,United States,Louisville,Kentucky,40214,South,TEC-COP-10000418,Technology,Copiers,Copiers Model I-248,1499.86,2,0.2,133.91
2219,CA-2021-101109,03/13/2021,03/17/2021,Standard Class,CG-10556,Brosina Gutenberg,Consumer,United States,San Francisco,California,94109,West,OFF-FAS-10000419,Office Supplies,Fasteners,Fasteners Model J-285,50.32,4,0.0,21.52
2220,CA-2023-101110,10/12/2023,10/16/2023,Standard Class,CG-10153,Emily Barstow,Consumer,United States,Dallas,Texas,75220,Central,TEC-MAC-10000420,Technology,Machines,Machines Model K-322,458.95,3,0.8,-538.48
2221,CA-2024-101110,11/18/2024,11/20/2024,First Class,CG-10100,Maria Miller,Corporate,United States,Boston,Massachusetts,02116,East,OFF-SUP-10000421,Office Supplies,Supplies,Supplies Model L-359,170.84,4,0.0,-8.84
2222,CA-2022-101111,05/16/2022,05/23/2022,Standard Class,CG-10013,Zuschuss Jones,Home Office,United States,Portland,Oregon,97201,West,OFF-SUP-10000422,Office Supplies,Supplies,Supplies Model M-396,177.2,1,0.1,-6.3
2223,CA-2023-101111,10/09/2023,10/11/2023,First Class,CG-10081,Lisa Flanagan,Consumer,United States,Jacksonville,Florida,32216,South,FUR-BOO-10000423,Furniture,Bookcases,Bookcases Model N-433,1042.71,2,0.3,-426.97
2224,CA-2024-101112,11/04/2024,11/08/2024,Standard Class,CG-10428,Zuschuss Allen,Corporate,United States,Buffalo,New York,14215,East,TEC-ACC-10000424,Technology,Accessories,Accessories Model O-470,613.62,2,0.0,236.58
2225,CA-2021-101112,01/07/2021,01/12/2021,Standard Class,CG-10240,Michael Johnson,Consumer,United States,Chicago,Illinois,60610,Central,OFF-FAS-10000425,Office Supplies,Fasteners,Fasteners Model P-507,105.93,5,0.1,28.73
2226,CA-2021-101113,10/11/2021,10/17/2021,Standard Class,CG-10210,Michael Kintis,Home Office,United States,Los Angeles,California,90036,West,TEC-MAC-10000426,Technology,Machines,Machines Model Q-544,1496.25,5,0.0,-157.97
2227,CA-2021-101113,11/09/2021,11/12/2021,Second Class,CG-10244,Pete Pawel,Consumer,United States,Los Angeles,California,90036,West,FUR-BOO-10000427,Furniture,Bookcases,Bookcases Model R-581,332.52,2,0.0,-1.42
2228,CA-2023-101114,07/20/2023,07/26/2023,Standard Class,CG-10422,Harold Johnson,Consumer,United States,Portland,Oregon,97201,West,TEC-PHO-10000428,Technology,Phones,Phones Model S-618,6787.2,6,0.0,1627.29
2229,CA-2021-101114,04/20/2021,04/26/2021,Standard Class,CG-10553,David Johnson,Consumer,United States,Los Angeles,California,90036,West,FUR-FUR-10000429,Furniture,Furnishings,Furnishings Model T-655,514.6,5,0.0,95.4
2230,CA-2024-101115,01/10/2024,01/16/2024,Standard Class,CG-10723,Sandra Gutenberg,Consumer,United States,Boston,Massachusetts,02116,East,FUR-TAB-10000430,Furniture,Tables,Tables Model U-692,901.71,1,0.0,2.81
2231,CA-2024-101115,11/29/2024,11/29/2024,Same Day,CG-10593,Emily Blumstein,Consumer,United States,Baltimore,Maryland,21215,East,TEC-COP-10000431,Technology,Copiers,Copiers Model V-729,12494.79,7,0.0,5782.28
2232,CA-2021-101116,04/05/2021,04/09/2021,Second Class,CG-10364,Robert Davis,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-APP-10000432,Office Supplies,Appliances,Appliances Model W-766,1032.6,4,0.0,270.1
2233,CA-2022-101116,12/26/2022,12/27/2022,First Class,CG-10344,Maria Pawel,Corporate,United States,Atlanta,Georgia,30318,South,OFF-STO-10000433,Office Supplies,Storage,Storage Model X-803,108.38,2,0.8,-90.35
2234,CA-2023-101117,10/22/2023,10/25/2023,Second Class,CG-10343,Eric Blumstein,Consumer,United States,Detroit,Michigan,48205,Central,TEC-MAC-10000434,Technology,Machines,Machines Model Y-840,1741.44,2,0.0,434.65
2235,CA-2023-101117,11/11/2023,11/11/2023,Same Day,CG-10778,Ken Garcia,Home Office,United States,Chicago,Illinois,60610,Central,FUR-BOO-10000435,Furniture,Bookcases,Bookcases Model Z-877,2387.07,3,0.0,-63.92
2236,CA-2022-101118,11/07/2022,11/08/2022,First Class,CG-10488,Ken Anderson,Corporate,United States,Buffalo,New York,14215,East,TEC-PHO-10000436,Technology,Phones,Phones Model A-914,2327.0,2,0.0,518.19
2237,CA-2022-101118,11/21/2022,11/26/2022,Second Class,CG-10260,John Anderson,Corporate,United States,Boston,Massachusetts,02116,East,OFF-ENV-10000437,Office Supplies,Envelopes,Envelopes Model B-951,15.86,2,0.0,5.98
2238,CA-2023-101119,10/01/2023,10/05/2023,Standard Class,CG-10070,Alejandro Williams,Consumer,United States,Detroit,Michigan,48205,Central,FUR-BOO-10000438,Furniture,Bookcases,Bookcases Model C-988,231.04,2,0.0,-5.17
2239,CA-2022-101119,04/30/2022,05/06/2022,Standard Class,CG-10218,Claire Rodriguez,Corporate,United States,Minneapolis,Minnesota,55407,Central,OFF-LAB-10000439,Office Supplies,Labels,Labels Model D-1025,37.21,1,0.0,17.02
2240,CA-2023-101120,10/24/2023,10/30/2023,Standard Class,CG-10145,Brosina Davis,Consumer,United States,San Diego,California,92037,West,OFF-ART-10000440,Office Supplies,Art,Art Model E-1062,288.69,7,0.15,19.93
2241,CA-2023-101120,09/30/2023,10/02/2023,First Class,CG-10245,Robert Phan,Corporate,United States,San Diego,California,92037,West,OFF-ART-10000441,Office Supplies,Art,Art Model F-100,60.8,2,0.0,19.02
2242,CA-2024-101121,06/10/2024,06/10/2024,Same Day,CG-10508,Sandra Brown,Consumer,United States,Buffalo,New York,14215,East,OFF-LAB-10000442,Office Supplies,Labels,Labels Model G-137,14.22,2,0.0,7.02
2243,CA-2021-101121,09/23/2021,09/27/2021,Standard Class,CG-10298,David Ballentine,Corporate,United States,Dallas,Texas,75220,Central,OFF-STO-10000443,Office Supplies,Storage,Storage Model H-174,1087.12,4,0.0,167.04
2244,CA-2021-101122,10/18/2021,10/23/2021,Standard Class,CG-10501,Alejandro Donatelli,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-PAP-10000444,Office Supplies,Paper,Paper Model I-211,254.19,3,0.0,113.32
2245,CA-2023-101122,12/24/2023,12/28/2023,Standard Class,CG-10677,John Phan,Consumer,United States,Denver,Colorado,80219,West,OFF-APP-10000445,Office Supplies,Appliances,Appliances Model J-248,357.32,2,0.0,100.31
2246,CA-2022-101123,12/22/2022,12/25/2022,Second Class,CG-10188,Robert Donatelli,Home Office,United States,Minneapolis,Minnesota,55407,Central,OFF-PAP-10000446,Office Supplies,Paper,Paper Model K-285,321.88,4,0.0,106.6
2247,CA-2022-101123,02/20/2022,02/24/2022,Standard Class,CG-10592,Harold Williams,Corporate,United States,Denver,Colorado,80219,West,OFF-SUP-10000447,Office Supplies,Supplies,Supplies Model L-322,341.68,8,0.0,40.83
2248,CA-2023-101124,03/30/2023,04/04/2023,Second Class,CG-10733,Jessica Allen,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-ART-10000448,Office Supplies,Art,Art Model M-359,211.36,8,0.0,54.81
2249,CA-2024-101124,04/27/2024,05/01/2024,Standard Class,CG-10747,Lisa Miller,Consumer,United States,Phoenix,Arizona,85023,West,FUR-BOO-10000449,Furniture,Bookcases,Bookcases Model N-396,421.55,1,0.0,15.24
2250,CA-2023-101125,12/09/2023,12/14/2023,Standard Class,CG-10609,Eric Kintis,Consumer,United States,San Francisco,California,94109,West,OFF-ENV-10000450,Office Supplies,Envelopes,Envelopes Model O-433,53.25,3,0.0,22.18
2251,CA-2021-101125,12/08/2021,12/13/2021,Standard Class,CG-10285,Alejandro Wilson,Consumer,United States,Phoenix,Arizona,85023,West,FUR-FUR-10000451,Furniture,Furnishings,Furnishings Model P-470,106.84,2,0.0,34.7
2252,CA-2023-101126,11/05/2023,11/09/2023,Standard Class,CG-10360,Zuschuss Davis,Consumer,United States,Newark,New Jersey,07102,East,OFF-PAP-10000452,Office Supplies,Paper,Paper Model Q-507,76.6,1,0.0,28.58
2253,CA-2023-101126,10/09/2023,10/16/2023,Standard Class,CG-10208,William Garcia,Consumer,United States,Dallas,Texas,75220,Central,OFF-LAB-10000453,Office Supplies,Labels,Labels Model R-544,1.4,1,0.6,-0.43
2254,CA-2024-101127,10/12/2024,10/17/2024,Second Class,CG-10653,Jessica Anderson,Consumer,United States,Las Vegas,Nevada,89115,West,FUR-TAB-10000454,Furniture,Tables,Tables Model S-581,2653.08,2,0.0,-108.89
2255,CA-2021-101127,11/25/2021,11/25/2021,Same Day,CG-10295,Alejandro Rodriguez,Corporate,United States,San Diego,California,92037,West,FUR-BOO-10000455,Furniture,Bookcases,Bookcases Model T-618,1217.75,2,0.1,-61.71
2256,CA-2023-101128,12/23/2023,12/28/2023,Standard Class,CG-10390,Sarah Pawel,Corporate,United States,New York City,New York,10024,East,OFF-ART-10000456,Office Supplies,Art,Art Model U-655,33.14,2,0.0,11.28
2257,CA-2021-101128,10/03/2021,10/07/2021,Second Class,CG-10014,David Jones,Consumer,United States,Houston,Texas,77005,Central,TEC-ACC-10000457,Technology,Accessories,Accessories Model V-692,1203.36,4,0.0,391.93
2258,CA-2023-101129,12/27/2023,12/30/2023,First Class,CG-10093,Zuschuss Allen,Corporate,United States,Las Vegas,Nevada,89115,West,FUR-FUR-10000458,Furniture,Furnishings,Furnishings Model W-729,297.72,2,0.0,47.0
2259,CA-2021-101129,10/29/2021,11/04/2021,Standard Class,CG-10143,Claire Kintis,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PAP-10000459,Office Supplies,Paper,Paper Model X-766,606.51,9,0.0,261.97
2260,CA-2021-101130,09/04/2021,09/04/2021,Same Day,CG-10403,David Pawel,Consumer,United States,Baltimore,Maryland,21215,East,OFF-SUP-10000460,Office Supplies,Supplies,Supplies Model Y-803,762.23,7,0.0,153.53
2261,CA-2021-101130,06/24/2021,06/26/2021,First Class,CG-10251,Daniel Williams,Corporate,United States,Chicago,Illinois,60610,Central,TEC-MAC-10000461,Technology,Machines,Machines Model Z-840,3656.94,4,0.15,-208.37
2262,CA-2021-101131,12/20/2021,12/26/2021,Standard Class,CG-10109,William Jones,Corporate,United States,Atlanta,Georgia,30318,South,OFF-BIN-10000462,Office Supplies,Binders,Binders Model A-877,117.29,9,0.2,-39.15
2263,CA-2023-101131,07/30/2023,08/06/2023,Standard Class,CG-10442,Jessica Donatelli,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-PHO-10000463,Technology,Phones,Phones Model B-914,268.23,1,0.7,-162.47
2264,CA-2023-101132,03/20/2023,03/25/2023,Standard Class,CG-10645,Jessica Johnson,Corporate,United States,Detroit,Michigan,48205,Central,OFF-PAP-10000464,Office Supplies,Paper,Paper Model C-951,56.95,7,0.4,-9.98
2265,CA-2023-101132,06/26/2023,06/30/2023,Second Class,CG-10078,Maria Williams,Corporate,United States,Boston,Massachusetts,02116,East,FUR-BOO-10000465,Furniture,Bookcases,Bookcases Model D-988,106.51,1,0.0,2.85
2266,CA-2022-101133,11/08/2022,11/08/2022,Same Day,CG-10592,Harold Williams,Corporate,United States,Houston,Texas,77005,Central,OFF-ART-10000466,Office Supplies,Art,Art Model E-1025,72.3,3,0.6,-29.94
2267,CA-2024-101133,07/09/2024,07/12/2024,First Class,CG-10405,Eric Ballentine,Home Office,United States,Los Angeles,California,90036,West,FUR-FUR-10000467,Furniture,Furnishings,Furnishings Model F-1062,386.8,5,0.0,108.81
2268,CA-2024-101134,11/01/2024,11/08/2024,Standard Class,CG-10392,Pete Davis,Consumer,United States,Phoenix,Arizona,85023,West,FUR-CHA-10000468,Furniture,Chairs,Chairs Model G-100,418.8,1,0.15,-2.24
2269,CA-2024-101134,11/02/2024,11/06/2024,Standard Class,CG-10131,Lisa Kintis,Consumer,United States,Louisville,Kentucky,40214,South,OFF-APP-10000469,Office Supplies,Appliances,Appliances Model H-137,216.84,3,0.8,-193.73
2270,CA-2021-101135,12/26/2021,12/29/2021,Second Class,CG-10536,Maria Black,Consumer,United States,Milwaukee,Wisconsin,53209,Central,FUR-FUR-10000470,Furniture,Furnishings,Furnishings Model I-174,194.16,3,0.15,12.86
2271,CA-2023-101135,05/17/2023,05/24/2023,Standard Class,CG-10231,Brosina Black,Consumer,United States,Boston,Massachusetts,02116,East,OFF-SUP-10000471,Office Supplies,Supplies,Supplies Model J-211,41.82,2,0.0,4.74
2272,CA-2023-101136,12/05/2023,12/10/2023,Standard Class,CG-10323,Alejandro Allen,Corporate,United States,Houston,Texas,77005,Central,OFF-FAS-10000472,Office Supplies,Fasteners,Fasteners Model K-248,132.9,6,0.0,53.83
2273,CA-2024-101136,12/20/2024,12/24/2024,Standard Class,CG-10048,Emily Connell,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-APP-10000473,Office Supplies,Appliances,Appliances Model L-285,2720.27,7,0.0,533.23
2274,CA-2021-101137,10/11/2021,10/11/2021,Same Day,CG-10328,Pete Wilson,Consumer,United States,San Diego,California,92037,West,TEC-COP-10000474,Technology,Copiers,Copiers Model M-322,1256.82,1,0.0,605.18
2275,CA-2022-101137,11/11/2022,11/16/2022,Standard Class,CG-10114,Emily Wilson,Consumer,United States,Memphis,Tennessee,38109,South,OFF-BIN-10000475,Office Supplies,Binders,Binders Model N-359,116.24,7,0.1,14.96
2276,CA-2021-101138,10/27/2021,11/03/2021,Standard Class,CG-10499,Eric Connell,Corporate,United States,Seattle,Washington,98103,West,OFF-APP-10000476,Office Supplies,Appliances,Appliances Model O-396,1469.76,3,0.0,417.26
2277,CA-2021-101138,10/22/2021,10/29/2021,Standard Class,CG-10475,Brosina Anderson,Consumer,United States,San Antonio,Texas,78207,Central,FUR-BOO-10000477,Furniture,Bookcases,Bookcases Model P-433,245.63,2,0.4,-142.88
2278,CA-2021-101139,12/07/2021,12/11/2021,Second Class,CG-10118,David Williams,Consumer,United States,Los Angeles,California,90036,West,FUR-BOO-10000478,Furniture,Bookcases,Bookcases Model Q-470,1791.7,5,0.0,31.82
2279,CA-2021-101139,10/16/2021,10/18/2021,First Class,CG-10748,Pete Miller,Consumer,United States,New York City,New York,10024,East,OFF-APP-10000479,Office Supplies,Appliances,Appliances Model R-507,1417.71,3,0.0,474.76
2280,CA-2024-101140,02/12/2024,02/16/2024,Standard Class,CG-10579,Emily Miller,Corporate,United States,Denver,Colorado,80219,West,OFF-APP-10000480,Office Supplies,Appliances,Appliances Model S-544,1735.23,7,0.0,356.23
2281,CA-2021-101140,01/29/2021,02/04/2021,Standard Class,CG-10117,James Gutenberg,Consumer,United States,Minneapolis,Minnesota,55407,Central,TEC-MAC-10000481,Technology,Machines,Machines Model T-581,1416.44,1,0.0,143.03
2282,CA-2023-101141,11/25/2023,11/28/2023,Second Class,CG-10154,Matt Blumstein,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-ENV-10000482,Office Supplies,Envelopes,Envelopes Model U-618,46.04,4,0.0,17.95
2283,CA-2021-101141,11/23/2021,11/30/2021,Standard Class,CG-10208,William Garcia,Consumer,United States,Richmond,Virginia,23223,South,FUR-CHA-10000483,Furniture,Chairs,Chairs Model V-655,864.74,2,0.0,175.32
2284,CA-2021-101142,10/22/2021,10/29/2021,Standard Class,CG-10071,James Pawel,Consumer,United States,Miami,Florida,33180,South,TEC-MAC-10000484,Technology,Machines,Machines Model W-692,4199.16,3,0.15,264.66
2285,CA-2022-101142,02/16/2022,02/23/2022,Standard Class,CG-10536,Maria Black,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-ART-10000485,Office Supplies,Art,Art Model X-729,358.17,6,0.15,45.08
2286,CA-2023-101143,08/14/2023,08/20/2023,Standard Class,CG-10749,Ashley Hoffman,Consumer,United States,Seattle,Washington,98103,West,OFF-PAP-10000486,Office Supplies,Paper,Paper Model Y-766,19.16,2,0.0,8.28
2287,CA-2021-101143,11/02/2021,11/05/2021,First Class,CG-10029,Sandra Martinez,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-LAB-10000487,Office Supplies,Labels,Labels Model Z-803,193.74,6,0.0,85.11
2288,CA-2021-101144,11/15/2021,11/20/2021,Standard Class,CG-10604,David Williams,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BIN-10000488,Office Supplies,Binders,Binders Model A-840,26.1,1,0.7,-28.45
2289,CA-2024-101144,12/24/2024,12/26/2024,First Class,CG-10555,Ken Jones,Consumer,United States,Buffalo,New York,14215,East,OFF-ART-10000489,Office Supplies,Art,Art Model B-877,135.82,2,0.0,40.01
2290,CA-2021-101145,08/29/2021,09/04/2021,Standard Class,CG-10518,John Blumstein,Corporate,United States,Baltimore,Maryland,21215,East,OFF-PAP-10000490,Office Supplies,Paper,Paper Model C-914,206.04,3,0.0,68.3
2291,CA-2023-101145,12/07/2023,12/12/2023,Standard Class,CG-10373,Robert Jones,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ENV-10000491,Office Supplies,Envelopes,Envelopes Model D-951,64.56,3,0.0,22.02
2292,CA-2022-101146,10/25/2022,10/31/2022,Standard Class,CG-10078,Maria Williams,Corporate,United States,Houston,Texas,77005,Central,OFF-ENV-10000492,Office Supplies,Envelopes,Envelopes Model E-988,130.78,4,0.2,12.36
2293,CA-2024-101146,12/13/2024,12/17/2024,Standard Class,CG-10497,William Miller,Home Office,United States,Las Vegas,Nevada,89115,West,OFF-FAS-10000493,Office Supplies,Fasteners,Fasteners Model F-1025,22.07,1,0.0,7.15
2294,CA-2021-101147,12/12/2021,12/18/2021,Standard Class,CG-10666,Emily Pawel,Corporate,United States,Denver,Colorado,80219,West,OFF-FAS-10000494,Office Supplies,Fasteners,Fasteners Model G-1062,20.88,1,0.0,9.5
2295,CA-2021-101147,10/13/2021,10/15/2021,First Class,CG-10664,James Smith,Consumer,United States,Milwaukee,Wisconsin,53209,Central,OFF-LAB-10000495,Office Supplies,Labels,Labels Model H-100,250.83,9,0.0,124.02
2296,CA-2021-101148,05/23/2021,05/28/2021,Standard Class,CG-10621,Ashley Donatelli,Consumer,United States,Portland,Oregon,97201,West,OFF-LAB-10000496,Office Supplies,Labels,Labels Model I-137,99.39,3,0.0,48.32
2297,CA-2021-101148,06/26/2021,07/01/2021,Second Class,CG-10057,Daniel Martinez,Corporate,United States,San Diego,California,92037,West,FUR-FUR-10000497,Furniture,Furnishings,Furnishings Model J-174,122.94,2,0.0,39.31
2298,CA-2022-101149,10/02/2022,10/07/2022,Standard Class,CG-10028,Matt Gutenberg,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FUR-10000498,Furniture,Furnishings,Furnishings Model K-211,126.72,5,0.1,20.61
2299,CA-2024-101149,09/25/2024,09/30/2024,Standard Class,CG-10277,Andrew Flanagan,Consumer,United States,Seattle,Washington,98103,West,OFF-BIN-10000499,Office Supplies,Binders,Binders Model L-248,28.69,1,0.1,-7.7
2300,CA-2021-101150,08/13/2021,08/16/2021,Second Class,CG-10541,Andrew Davis,Corporate,United States,Los Angeles,California,90036,West,OFF-SUP-10000500,Office Supplies,Supplies,Supplies Model M-285,543.63,3,0.0,74.39
2301,CA-2021-101150,10/14/2021,10/19/2021,Standard Class,CG-10006,Alejandro Hoffman,Consumer,United States,Los Angeles,California,90036,West,OFF-SUP-10000501,Office Supplies,Supplies,Supplies Model N-322,182.7,1,0.0,-9.55
2302,CA-2023-101151,02/10/2023,02/11/2023,First Class,CG-10133,Claire Gutenberg,Consumer,United States,San Diego,California,92037,West,OFF-APP-10000502,Office Supplies,Appliances,Appliances Model O-359,1785.78,9,0.0,339.46
2303,CA-2024-101151,12/03/2024,12/04/2024,First Class,CG-10233,Michael Blumstein,Corporate,United States,Dallas,Texas,75220,Central,OFF-LAB-10000503,Office Supplies,Labels,Labels Model P-396,27.68,5,0.3,0.22
2304,CA-2021-101152,11/01/2021,11/05/2021,Standard Class,CG-10719,Alejandro Davis,Corporate,United States,Phoenix,Arizona,85023,West,OFF-APP-10000504,Office Supplies,Appliances,Appliances Model Q-433,846.77,2,0.2,28.94
2305,CA-2024-101152,10/06/2024,10/10/2024,Standard Class,CG-10420,Lisa Johnson,Home Office,United States,Dallas,Texas,75220,Central,FUR-FUR-10000505,Furniture,Furnishings,Furnishings Model R-470,178.62,6,0.0,52.77
2306,CA-2024-101153,02/27/2024,03/03/2024,Standard Class,CG-10172,Sandra Donatelli,Home Office,United States,Buffalo,New York,14215,East,FUR-FUR-10000506,Furniture,Furnishings,Furnishings Model S-507,86.16,1,0.15,7.23
2307,CA-2023-101153,05/13/2023,05/15/2023,First Class,CG-10429,Pete Blumstein,Corporate,United States,Phoenix,Arizona,85023,West,OFF-FAS-10000507,Office Supplies,Fasteners,Fasteners Model T-544,11.46,4,0.2,2.0
2308,CA-2024-101154,08/18/2024,08/21/2024,Second Class,CG-10182,Tracy Brown,Consumer,United States,Chicago,Illinois,60610,Central,OFF-PAP-10000508,Office Supplies,Paper,Paper Model U-581,276.12,5,0.15,41.34
2309,CA-2022-101154,07/02/2022,07/02/2022,Same Day,CG-10164,Michael Brown,Corporate,United States,New York City,New York,10024,East,FUR-BOO-10000509,Furniture,Bookcases,Bookcases Model V-618,890.66,6,0.15,-205.53
2310,CA-2022-101155,12/21/2022,12/26/2022,Standard Class,CG-10629,Lisa Barstow,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-APP-10000510,Office Supplies,Appliances,Appliances Model W-655,523.23,3,0.0,177.57
2311,CA-2023-101155,10/11/2023,10/15/2023,Standard Class,CG-10550,Claire Ballentine,Home Office,United States,Portland,Oregon,97201,West,OFF-ENV-10000511,Office Supplies,Envelopes,Envelopes Model X-692,199.56,4,0.0,72.85
2312,CA-2024-101156,07/29/2024,07/31/2024,First Class,CG-10038,Andrew Gutenberg,Consumer,United States,Milwaukee,Wisconsin,53209,Central,FUR-FUR-10000512,Furniture,Furnishings,Furnishings Model Y-729,55.28,2,0.8,-40.6
2313,CA-2023-101156,11/20/2023,11/27/2023,Standard Class,CG-10519,Andrew Davis,Corporate,United States,Jacksonville,Florida,32216,South,OFF-ENV-10000513,Office Supplies,Envelopes,Envelopes Model Z-766,74.2,2,0.0,32.49
2314,CA-2023-101157,12/02/2023,12/09/2023,Standard Class,CG-10053,Ashley Davis,Consumer,United States,San Diego,California,92037,West,TEC-PHO-10000514,Technology,Phones,Phones Model A-803,2721.4,5,0.0,607.46
2315,CA-2021-101157,03/14/2021,03/16/2021,First Class,CG-10455,Emily Hoffman,Consumer,United States,San Diego,California,92037,West,TEC-ACC-10000515,Technology,Accessories,Accessories Model B-840,449.98,2,0.0,171.54
2316,CA-2023-101158,06/05/2023,06/11/2023,Standard Class,CG-10588,Emily Miller,Corporate,United States,Newark,New Jersey,07102,East,OFF-STO-10000516,Office Supplies,Storage,Storage Model C-877,222.74,1,0.0,44.32
2317,CA-2024-101158,04/19/2024,04/21/2024,First Class,CG-10741,Ashley Connell,Consumer,United States,Newark,New Jersey,07102,East,FUR-CHA-10000517,Furniture,Chairs,Chairs Model D-914,682.2,3,0.0,83.12
2318,CA-2021-101159,11/24/2021,12/01/2021,Standard Class,CG-10088,Michael Smith,Corporate,United States,New York City,New York,10024,East,FUR-BOO-10000518,Furniture,Bookcases,Bookcases Model E-951,614.25,3,0.0,19.43
2319,CA-2023-101159,07/14/2023,07/18/2023,Second Class,CG-10747,Lisa Miller,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-LAB-10000519,Office Supplies,Labels,Labels Model F-988,91.68,6,0.0,43.16
2320,CA-2023-101160,05/28/2023,05/28/2023,Same Day,CG-10560,John Hoffman,Consumer,United States,Milwaukee,Wisconsin,53209,Central,OFF-LAB-10000520,Office Supplies,Labels,Labels Model G-1025,36.2,2,0.3,3.22
2321,CA-2024-101160,03/08/2024,03/12/2024,Second Class,CG-10209,Harold Black,Consumer,United States,Jacksonville,Florida,32216,South,OFF-APP-10000521,Office Supplies,Appliances,Appliances Model H-1062,411.16,5,0.6,-243.54
2322,CA-2024-101161,11/26/2024,12/02/2024,Standard Class,CG-10082,Sarah Williams,Home Office,United States,Columbus,Ohio,43229,East,OFF-ART-10000522,Office Supplies,Art,Art Model I-100,112.42,2,0.0,45.51
2323,CA-2023-101161,10/20/2023,10/26/2023,Standard Class,CG-10366,Ken Brown,Consumer,United States,Buffalo,New York,14215,East,FUR-FUR-10000523,Furniture,Furnishings,Furnishings Model J-137,491.12,8,0.0,75.83
